numero_autorisation,numero_dosage,denomination_medicament,titulaire_autorisation,categorie_medicament,numero_it,code_atc,date_premiere_autorisation,date_autorisation_dosage,duree_validite_amm,categorie_remise_dosage,categorie_remise_medicament,principes_actifs,champ_application_medicament,champ_application_dosage,indications_particulieres,cause_mortalite,annee
55340,1,"Siccaprotect, Augentropfen",Ursapharm Schweiz GmbH,Synthetika,11.06.3.,S01XA20,2000-09-26,2000-09-26,unbegrenzt,D,D,"dexpanthenolum, poly(alcohol vinylicus)",Leichte Reizungen der Augen / Befeuchtung der Augen,,,autre,2000
55341,1,"Zaditen Ophtha, Augentropfen",OmniVision AG,Synthetika,11.06.2.,S01GX08,2000-05-05,2000-05-05,unbegrenzt,B,B,ketotifenum,Saisonale allergische Konjunktivitis,,,autre,2000
55342,1,"Zaditen Ophtha SDU, Augentropfen (Monodosen)",OmniVision AG,Synthetika,11.06.2.,S01GX08,2000-05-05,2000-05-05,unbegrenzt,B,B,ketotifenum,Saisonale allergische Konjunktivitis,,,autre,2000
55343,1,"Sedonium, dragées",OM Pharma Suisse SA,Phytoarzneimittel,01.04.1.,N05CM09,2000-02-22,2000-02-22,unbegrenzt,D,D,"valerianae extractum hydroalcoholicum siccum (Valeriana officinalis L. s.l., radix)",En cas de troubles de l'endormissement et du maintien du sommeil,,,autre,2000
55349,1,"Amiodaron-Mepha 100 mg, Tabletten",Mepha Pharma AG,Synthetika,02.02.0.,C01BD01,2000-02-28,2000-02-28,unbegrenzt,B,B,amiodaroni hydrochloridum,Antiarrhythmikum,,,appareil_circulatoire,2000
55349,2,"Amiodaron-Mepha 200 mg, Tabletten",Mepha Pharma AG,Synthetika,02.02.0.,C01BD01,2000-02-28,2000-02-28,unbegrenzt,B,B,amiodaroni hydrochloridum,Antiarrhythmikum,,,appareil_circulatoire,2000
55351,1,"Metfin  500, Filmtabletten",Sandoz Pharmaceuticals AG,Synthetika,07.06.2.,A10BA02,2000-08-08,2000-08-08,unbegrenzt,B,B,metforminum,Orales Antidiabetikum,,,autre,2000
55351,2,"Metfin  850, Filmtabletten",Sandoz Pharmaceuticals AG,Synthetika,07.06.2.,A10BA02,2000-08-08,2000-08-08,unbegrenzt,B,B,metforminum,Orales Antidiabetikum,,,autre,2000
55351,3,"Metfin 1000, Filmtabletten",Sandoz Pharmaceuticals AG,Synthetika,07.06.2.,A10BA02,2000-08-08,2004-06-17,unbegrenzt,B,B,metforminum,Orales Antidiabetikum,,,autre,2000
55364,1,"Orgalutran, Injektionslösung in einer Fertigspritze",Organon GmbH,Synthetika,07.09.0.,H01CC01,2000-07-13,2000-07-13,unbegrenzt,A,A,ganirelixum,Assistierte Reproduktionsmedizin,,,autre,2000
55365,1,"Enbrel 25 mg, Pulver und Lösungsmittel zur Herstellung einer Injektionslösung",Pfizer AG,Biotechnologika,07.15.0.,L04AB01,2000-02-01,2000-02-01,unbegrenzt,B,B,etanerceptum,"Rheumatoide Arthritis, aktive juvenile idiopatische Arthritis (Polyarthritis, Oligoarthritis, Psoriasis-Arthritis, Enthesitis-assoziierte Arthritis), Psoriasis-Arthritis, Morbus Bechterew (ankylosierende Spondylitis), mittelschwere bis schwere Plaque-Psoriasis",,,cancer,2000
55372,1,"Nicorette Microtab Original-Aroma, Sublingualtabletten",JNTL Consumer Health II (Switzerland) GmbH,Synthetika,15.02.0.,N07BA01,2000-08-24,2000-08-24,unbegrenzt,D,D,nicotinum,Unterstützung der Raucherentwöhnung,,,autre,2000
55378,1,"Actos 15 mg, Tabletten",Cheplapharm Schweiz GmbH,Synthetika,07.06.2.,A10BG03,2000-09-27,2000-09-27,unbegrenzt,B,B,pioglitazonum,orales Antidiabetikum,,,autre,2000
55378,2,"Actos 30 mg, Tabletten",Cheplapharm Schweiz GmbH,Synthetika,07.06.2.,A10BG03,2000-09-27,2000-09-27,unbegrenzt,B,B,pioglitazonum,orales Antidiabetikum,,,autre,2000
55378,3,"Actos 45 mg, Tabletten",Cheplapharm Schweiz GmbH,Synthetika,07.06.2.,A10BG03,2000-09-27,2000-09-27,unbegrenzt,B,B,pioglitazonum,orales Antidiabetikum,,,autre,2000
55383,1,"Floxal UD, Augentropfen",Bausch & Lomb Swiss AG,Synthetika,11.07.1.,S01AX11,2000-06-22,2000-06-22,unbegrenzt,A,A,ofloxacinum,Bakterielle Infektionen am Auge,,,maladie_infectieuses,2000
55391,1,"Zoloft, Konzentrat zur Herstellung einer Lösung zum Einnehmen",Viatris Pharma GmbH,Synthetika,01.06.0.,N06AB06,2000-09-26,2000-09-26,unbegrenzt,B,B,sertralinum,Selektiver Serotonin-Wiederaufnahmehemmer,,,autre,2000
55418,3,"Metalyse 10'000 U, Injektionspräparat",Boehringer Ingelheim (Schweiz) GmbH,Biotechnologika,06.05.0.,B01AD11,2000-06-29,2000-06-29,unbegrenzt,B,B,tenecteplasum,Thrombolytische Therapie bei akutem Herzinfarkt,,,appareil_circulatoire,2000
55423,1,"Transtec 35 ug/h, Transdermales Pflaster",Grünenthal Pharma AG,Synthetika,01.01.3.,N02AE01,2000-06-23,2000-06-23,unbegrenzt,A+,A+,buprenorphinum,Analgetikum,,,autre,2000
55423,2,"Transtec 52,5 ug/h, Transdermales Pflaster",Grünenthal Pharma AG,Synthetika,01.01.3.,N02AE01,2000-06-23,2000-06-23,unbegrenzt,A+,A+,buprenorphinum,Analgetikum,,,autre,2000
55423,3,"Transtec 70 ug/h, Transdermales Pflaster",Grünenthal Pharma AG,Synthetika,01.01.3.,N02AE01,2000-06-23,2000-06-23,unbegrenzt,A+,A+,buprenorphinum,Analgetikum,,,autre,2000
55439,1,"Contra-Schmerz plus, comprimé",Verfora SA,Synthetika,01.01.2.,N02BA51,2000-09-26,2000-09-26,unbegrenzt,B/D,B/D,"acidum acetylsalicylicum, coffeinum","Analgésique, Antipyrétique",,,autre,2000
55441,1,"Mirelle, Filmtabletten",Bayer (Schweiz) AG,Synthetika,09.02.1.,G03AA10,2000-02-09,2000-02-09,2025-10-31,B,B,"gestodenum, ethinylestradiolum",Hormonales Kontrazeptivum,,,autre,2000
55463,1,"Zometa 4 mg, Lyophilisat",Novartis Pharma Schweiz AG,Synthetika,07.99.0.,M05BA08,2000-11-28,2000-11-28,unbegrenzt,B,B,acidum zoledronicum,"Knochenmetastasen solider Tumoren und multiples Myelom, maligne Hypercalcämie",,,autre,2000
55475,1,"Fosamax 70 mg, Tabletten",Organon GmbH,Synthetika,07.99.0.,M05BA04,2000-11-28,2000-11-28,unbegrenzt,B,B,acidum alendronicum,Osteoporose,,,autre,2000
55489,1,"Lescol Retard, Retardtabletten",Novartis Pharma Schweiz AG,Synthetika,07.12.0.,C10AA04,2000-08-29,2000-08-29,unbegrenzt,B,B,fluvastatinum,"Reduktion der Serumcholesterinkonzentration, primäre gemischte Dyslipidämie",,,appareil_circulatoire,2000
55513,1,"Ecofenac CR 75, Zweischichttabletten",Sandoz Pharmaceuticals AG,Synthetika,07.10.1.,M01AB05,2000-11-29,2000-11-29,unbegrenzt,B,B,diclofenacum natricum,Antirheumatikum,,,autre,2000
55513,2,"Ecofenac CR 150, Zweischichttabletten",Sandoz Pharmaceuticals AG,Synthetika,07.10.1.,M01AB05,2000-11-29,2000-11-29,unbegrenzt,B,B,diclofenacum natricum,Antirheumatikum,,,autre,2000
55515,1,"Rheumalix forte, Spray",Drossapharm AG,Synthetika,07.10.4.,M02AA06,2000-09-04,2000-09-04,unbegrenzt,D,D,etofenamatum,Kutanes Antirheumatikum,,,autre,2000
55529,1,"Bupivacain 5 mg/ml hyperbar Sintetica, soluzione iniettabile",Sintetica SA,Synthetika,01.02.2.,N01BB01,2000-11-01,2000-11-01,unbegrenzt,B,B,bupivacaini hydrochloridum anhydricum,Anestetico locale,,,autre,2000
55551,2,"Pantozol i.v., Lyophilisat",Takeda Pharma AG,Synthetika,04.99.0.,A02BC02,2000-12-20,2005-03-01,unbegrenzt,B,B,pantoprazolum,Protonenpumpenhemmer,,,autre,2000
55552,1,"Seretide 50, Dosier-Aerosol",GlaxoSmithKline AG,Synthetika,03.04.3.,R03AK06,2000-11-29,2000-11-29,unbegrenzt,B,B,"salmeterolum, fluticasoni propionas",Antiasthmatikum,,,appareil_respiratoire,2000
55552,2,"Seretide 125, Dosier-Aerosol",GlaxoSmithKline AG,Synthetika,03.04.3.,R03AK06,2000-11-29,2000-11-29,unbegrenzt,B,B,"salmeterolum, fluticasoni propionas",Antiasthmatikum,,,appareil_respiratoire,2000
55552,3,"Seretide 250, Dosier-Aerosol",GlaxoSmithKline AG,Synthetika,03.04.3.,R03AK06,2000-11-29,2000-11-29,unbegrenzt,B,B,"salmeterolum, fluticasoni propionas",Antiasthmatikum,,,appareil_respiratoire,2000
55567,1,"Softasept N ungefärbt, Lösung",B. Braun Medical AG,Synthetika,10.09.1.,D08AX05,2000-12-12,2000-12-12,unbegrenzt,D,D,"ethanolum 96 per centum, alcohol isopropylicus",Hautdesinfiziens,,,autre,2000
55567,2,"Softasept N gefärbt, Lösung",B. Braun Medical AG,Synthetika,10.09.1.,D08AX05,2000-12-12,2000-12-12,unbegrenzt,D,D,"ethanolum 96 per centum, alcohol isopropylicus",Hautdesinfiziens,,,autre,2000
55568,1,"Symbicort 100/6 Turbuhaler, Pulver zur Inhalation",AstraZeneca AG,Synthetika,03.04.3.,R03AK07,2000-12-12,2000-12-12,unbegrenzt,B,B,"budesonidum, formoteroli fumaras dihydricus","Antiasthmatikum, COPD",,,appareil_respiratoire,2000
55568,2,"Symbicort 200/6 Turbuhaler, Pulver zur Inhalation",AstraZeneca AG,Synthetika,03.04.3.,R03AK07,2000-12-12,2000-12-12,unbegrenzt,B,B,"budesonidum, formoteroli fumaras dihydricus","Antiasthmatikum, COPD",,,appareil_respiratoire,2000
55568,3,"Symbicort 400/12 Turbuhaler, Pulver zur Inhalation",AstraZeneca AG,Synthetika,03.04.3.,R03AK07,2000-12-12,2003-04-15,unbegrenzt,B,B,"budesonidum, formoteroli fumaras dihydricus","Antiasthmatikum, COPD",,,appareil_respiratoire,2000
55581,1,"Detrusitol SR 2 mg, Retard-Kapseln",Viatris Pharma GmbH,Synthetika,05.02.0.,G04BD07,2000-12-11,2000-12-11,unbegrenzt,B,B,tolterodinum,Behandlung der hyperaktiven Blase,,,autre,2000
55581,2,"Detrusitol SR 4 mg, Retard-Kapseln",Viatris Pharma GmbH,Synthetika,05.02.0.,G04BD07,2000-12-11,2000-12-11,unbegrenzt,B,B,tolterodinum,Behandlung der hyperaktiven Blase,,,autre,2000
55608,1,"Assan, Emgel",Permamed AG,Synthetika,07.10.4.,M02AC,2000-05-30,2000-05-30,unbegrenzt,D,D,"acidum flufenamicum, hydroxyethylis salicylas, heparinum natricum",Kutanes Antiphlogisticum,,,autre,2000
55609,1,"Nexium 20, MUPS-Tabletten",Grünenthal Pharma AG,Synthetika,04.99.0.,A02BC05,2000-12-11,2000-12-11,unbegrenzt,B,B,esomeprazolum,Protonenpumpenblocker,,,autre,2000
55609,2,"Nexium 40, MUPS-Tabletten",Grünenthal Pharma AG,Synthetika,04.99.0.,A02BC05,2000-12-11,2000-12-11,unbegrenzt,B,B,esomeprazolum,Protonenpumpenblocker,,,autre,2000
55649,1,"Kaletra, Sirup",AbbVie AG,Synthetika,08.03.0.,J05AR10,2000-12-13,2000-12-13,unbegrenzt,A,A,"lopinavirum, ritonavirum",HIV-Infektionen,,,maladie_infectieuses,2000
55691,1,"Acyclovir Zentiva, Crème",Helvepharm AG,Synthetika,10.09.3.,D06BB03,2000-11-02,2000-11-02,unbegrenzt,B,B,aciclovirum,Herpes labialis und Herpes genitalis,,,maladie_infectieuses,2000
55712,1,"Insulin NovoNordisk NovoRapid FlexPen, Injektionslösung",Novo Nordisk Pharma AG,Biotechnologika,07.06.1.,A10AB05,2000-12-08,2000-12-08,unbegrenzt,B,B,insulinum aspartum,Diabetes mellitus,,,autre,2000
55746,1,"Acidum Folicum Hänseler 5 mg, Tabletten",Hänseler AG,Synthetika,06.07.3.,B03BB01,2000-11-10,2000-11-10,unbegrenzt,B,B,acidum folicum,Durch Folsäure-Mangel verursachte megaloblastische Anämien,,,autre,2000
